相入れる	相入れる	動詞一段	あいいれる	--	BASE
相いれる	相入れる	動詞一段	あいいれる
あい入れる	相入れる	動詞一段	あいいれる
相いれる	相いれる	動詞一段	あいいれる	--	BASE
愛せる	愛せる	動詞一段	あいせる	--	BASE
相携える	相携える	動詞一段	あいたずさえる	--	BASE
相たずさえる	相携える	動詞一段	あいたずさえる
あい携える	相携える	動詞一段	あいたずさえる
あいたずさえる	相携える	動詞一段	あいたずさえる
相見る	相見る	動詞一段	あいみる	--	BASE
相みる	相見る	動詞一段	あいみる
あい見る	相見る	動詞一段	あいみる
あいみる	相見る	動詞一段	あいみる
逢える	逢える	動詞一段	あえる	--	BASE
合える	合える	動詞一段	あえる	--	BASE
和える	和える	動詞一段	あえる	--	BASE
会える	会える	動詞一段	あえる	--	BASE
仰ぎ見る	仰ぎ見る	動詞一段	あおぎみる	--	BASE
仰ぎみる	仰ぎ見る	動詞一段	あおぎみる
あおぎ見る	仰ぎ見る	動詞一段	あおぎみる
あおぎみる	仰ぎ見る	動詞一段	あおぎみる
仰げる	仰げる	動詞一段	あおげる	--	BASE
青褪める	青褪める	動詞一段	あおざめる	--	BASE
青ざめる	青褪める	動詞一段	あおざめる
あお褪める	青褪める	動詞一段	あおざめる
あおざめる	青褪める	動詞一段	あおざめる
青ざめる	青ざめる	動詞一段	あおざめる	--	BASE
仰ける	仰ける	動詞一段	あおのける	--	BASE
仰向ける	仰向ける	動詞一段	あおむける	--	BASE
仰むける	仰向ける	動詞一段	あおむける
あお向ける	仰向ける	動詞一段	あおむける
煽り立てる	煽り立てる	動詞一段	あおりたてる	--	BASE
煽りたてる	煽り立てる	動詞一段	あおりたてる
あおり立てる	煽り立てる	動詞一段	あおりたてる
あおりたてる	煽り立てる	動詞一段	あおりたてる
垢染みる	垢染みる	動詞一段	あかじみる	--	BASE
垢じみる	垢染みる	動詞一段	あかじみる
あか染みる	垢染みる	動詞一段	あかじみる
あかじみる	垢染みる	動詞一段	あかじみる
赤茶ける	赤茶ける	動詞一段	あかちゃける	--	BASE
赤ちゃける	赤茶ける	動詞一段	あかちゃける
